id,autor,comentario,likes,data,num_caracteres,num_palavras,dia,comentario_limpo
UgzpGXLCPvXMCjvAg7x4AaABAg,@anamoraes8294,"Tchuchuca é a cara do Bozooooo hahaha
Apelido pegou!",0,2022-08-30 22:41:50+00:00,52,9,2022-08-30,tchuchuca é a cara do bozooooo hahaha apelido pegou!
UgxMyKT5-CXtFiIElm54AaABAg,@socorroliberato6629,Que vença o melhor,0,2022-08-30 22:41:47+00:00,18,4,2022-08-30,que vença o melhor
Ugz1-Af-nBFFru-8t0l4AaABAg,@palomalila1065,Excluíram Pablo Marçal do debate…. Isso é a Democracia BRASILEIRA ?! Agora é 90 Pablo Marçal,0,2022-08-30 22:41:22+00:00,92,16,2022-08-30,excluíram pablo marçal do debate…. isso é a democracia brasileira ?! agora é 90 pablo marçal
Ugx1UAlk_JXrnzS5mIV4AaABAg,@isasilva2927,"Bolsonaro tem mha admiração em vários pontos... mas infelizmente para ser presidente do Brasil, tem que ter muita raça e competência... por isso fico com Lula, ele tem a política  no sangue  e tudo que um presidente precisa ter...",1,2022-08-30 22:41:05+00:00,230,39,2022-08-30,"bolsonaro tem mha admiração em vários pontos. mas infelizmente para ser presidente do brasil, tem que ter muita raça e competência. por isso fico com lula, ele tem a política no sangue e tudo que um presidente precisa ter."
UgzerKDNzZ-dchLbEXd4AaABAg,@jorgeoliveiradossantosjuni7307,Dá-lhe Bolsonaro presidente reeleito 🇧🇷 22,24,2022-08-30 22:39:44+00:00,42,6,2022-08-30,dá-lhe bolsonaro presidente reeleito 🇧🇷 22
UgxYPVMgTmXP08nivaN4AaABAg,@TheSkatelifestyle,"Eu pensava em votar em uma dessas mulheres. Mas defender a reporte Vera falando merda, e dizer que o estudante vai ganhar 5 mil final do ensino médio???????? Vai mentir lá no inferno essas duas aí",0,2022-08-30 22:39:42+00:00,196,36,2022-08-30,"eu pensava em votar em uma dessas mulheres. mas defender a reporte vera falando merda, e dizer que o estudante vai ganhar 5 mil final do ensino médio? vai mentir lá no inferno essas duas aí"
UgxLUr-AhMk4yEFVPbV4AaABAg,@zireneferreira1346,Não é por esse caminho de politicagem que vc vai trazer um Brasil digna,0,2022-08-30 22:39:03+00:00,71,14,2022-08-30,não é por esse caminho de politicagem que vc vai trazer um brasil digna
UgyEVLi-wAQBgxIuoBt4AaABAg,@forrolegendario8920,"Aceita que doe menos,vai ser Jair messias Bolsonaro de novo",0,2022-08-30 22:38:56+00:00,59,10,2022-08-30,"aceita que doe menos,vai ser jair messias bolsonaro de novo"
UgxrxhpzVMw1KlIMuGN4AaABAg,@valdemarjoaoalvesjunior5325,EU ASSISTI DO COMEÇO AO FIM .,8,2022-08-30 22:38:32+00:00,29,7,2022-08-30,eu assisti do começo ao fim .
Ugw-7gC50ZsNY4goIa14AaABAg,@safadinhoebanda,"Lula com ""erro 404"" foi épico. E a cara de Bolsonaro foi a melhor parte.",2,2022-08-30 22:38:26+00:00,72,15,2022-08-30,"lula com ""erro 404"" foi épico. e a cara de bolsonaro foi a melhor parte."
UgxOiwpZKp1CDE8UQfp4AaABAg,@sararegina8777,Parabéns Bandeirantes 👏👏,1,2022-08-30 22:38:00+00:00,24,3,2022-08-30,parabéns bandeirantes 👏👏
Ugz-iM8LZPmY6RZdujJ4AaABAg,@felipepasquim6799,"Estou assistindo agora há toda essa patetagem, e lendo os comentários para refletir!
Vendo que ainda há aqueles que se acham suficientemente inteligentes a atacar isso ou aquilo, direita ou esquerda, sem se achar no centro me vejo ainda em um país, ou melhor dizendo que um mundo de alienação total!
Enquanto o povo não entender que somos o centro dessa tal direita e esquerda, embaixo ou acima, e por consequente não entender que enquanto estiverem lá, votando e apenas votando para colocar mais um desses que pra mim sim, devem ter boas intenções, no início, mas depois que se deparam com essa imensidão de sistema, se jogam de cabeça, Vendo que não tem poder algum, e por consequente são obrigados a se sujeitar a essa palhaçada que foi esse debate, rindo da cara de nois que somos os centro, pois não nos posicionamos da forma que devemos,(não guerreando, mas sim fazendo oque tem que ser feito) que é não elegermos ninguém, e irmos a frente de nossos direitos!
Enquanto tudo isso será esse circo de plateia arbitrária que pensam que sabem e no fundo são apenas políticos sem estudos políticos!!!
Minha opinião!!!",20,2022-08-30 22:37:59+00:00,1117,193,2022-08-30,"estou assistindo agora há toda essa patetagem, e lendo os comentários para refletir! vendo que ainda há aqueles que se acham suficientemente inteligentes a atacar isso ou aquilo, direita ou esquerda, sem se achar no centro me vejo ainda em um país, ou melhor dizendo que um mundo de alienação total! enquanto o povo não entender que somos o centro dessa tal direita e esquerda, embaixo ou acima, e por consequente não entender que enquanto estiverem lá, votando e apenas votando para colocar mais um desses que pra mim sim, devem ter boas intenções, no início, mas depois que se deparam com essa imensidão de sistema, se jogam de cabeça, vendo que não tem poder algum, e por consequente são obrigados a se sujeitar a essa palhaçada que foi esse debate, rindo da cara de nois que somos os centro, pois não nos posicionamos da forma que devemos,(não guerreando, mas sim fazendo oque tem que ser feito) que é não elegermos ninguém, e irmos a frente de nossos direitos! enquanto tudo isso será esse circo de plateia arbitrária que pensam que sabem e no fundo são apenas políticos sem estudos políticos! minha opinião!"
Ugy11X7MsgMAxdm34Dl4AaABAg,@jairoliveira3048,B😎LS🌍NAR😇 22 AVANTE BRASIL🇧🇷,0,2022-08-30 22:37:49+00:00,28,4,2022-08-30,b😎ls🌍nar😇 22 avante brasil🇧🇷
UgxdBy-rOh76pqeoQU54AaABAg,@gabrielamatos6593,Alguém pode me responder porque a Globo fica com os ultimos debates ?,1,2022-08-30 22:37:29+00:00,69,13,2022-08-30,alguém pode me responder porque a globo fica com os ultimos debates ?
UgwNFv9mWQggBAqg-kV4AaABAg,@zireneferreira1346,SenhorA senadora pare de odio,0,2022-08-30 22:36:54+00:00,29,5,2022-08-30,senhora senadora pare de odio
UgzdmuCNewsAc9QdA6h4AaABAg,@lucienebruno7134,Bolsonaro na cabeça!!🇧🇷🇧🇷🇧🇷,0,2022-08-30 22:36:48+00:00,27,3,2022-08-30,bolsonaro na cabeça!🇧🇷🇧🇷🇧🇷
Ugy-RlAtFuBtfxrWkFF4AaABAg,@nevinhagomesdepaivameirell6790,"Senhores candidatos em especial Ciro Gomes se com auxílio de 600 reais ,as pessoas não querem trabalhar ,imagina com 1000 reais.Falo com propriedade ,por experiência própria,vim de uma família pobre,ia para escola com um chinelo com prego para segurar e graças a Deus com muita luta é trabalho honesto,tenho hoje uma vida confortável e nunca recebi auxílio de governo nenhum,portanto precisamos qualificar a população e gerar emprego para que vivam com dignidade e não com mendigos .",0,2022-08-30 22:36:39+00:00,483,77,2022-08-30,"senhores candidatos em especial ciro gomes se com auxílio de 600 reais ,as pessoas não querem trabalhar ,imagina com 1000 reais.falo com propriedade ,por experiência própria,vim de uma família pobre,ia para escola com um chinelo com prego para segurar e graças a deus com muita luta é trabalho honesto,tenho hoje uma vida confortável e nunca recebi auxílio de governo nenhum,portanto precisamos qualificar a população e gerar emprego para que vivam com dignidade e não com mendigos ."
UgybcAytq0jK_IuO9Zx4AaABAg,@filipevarela675,"Lula com direito de resposta no final 
Além de ter um português 🐷
Chama toda a classe de polícia federal 
De corruptos pois foi a polícia que colocou ele na jaula. Foram os advogados e foram os juízes que colocaram esse cara na jaula.",0,2022-08-30 22:35:54+00:00,234,44,2022-08-30,lula com direito de resposta no final além de ter um português 🐷 chama toda a classe de polícia federal de corruptos pois foi a polícia que colocou ele na jaula. foram os advogados e foram os juízes que colocaram esse cara na jaula.
UgyHMMCG_mgC9VVL0sV4AaABAg,@edileiamendonca8143,"Manter religião longe de política?
Então os Cristãos não tem direito de escolher e se manifestar?
Políticos ordinários
Nós Cristãos temos que nos manifestar sim, temos o direito de escolher votar em candidato que nos respeita e respeita os princípios em que acreditamos.
O único que nos tem demonstrado respeito é Bolsonaro 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
O Resto é só conversa fiada.
Lula, Ciro e o resto desses candidatos não nos representa.
É Bolsonaro 2022.🇧🇷🇧🇷🇧🇷🇧🇷
Somos milhões de Cristãos evangélicos e católicos com Bolsonaro 🇧🇷🇧🇷🇧🇷🇧🇷",0,2022-08-30 22:33:55+00:00,523,82,2022-08-30,"manter religião longe de política? então os cristãos não tem direito de escolher e se manifestar? políticos ordinários nós cristãos temos que nos manifestar sim, temos o direito de escolher votar em candidato que nos respeita e respeita os princípios em que acreditamos. o único que nos tem demonstrado respeito é bolsonaro 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 o resto é só conversa fiada. lula, ciro e o resto desses candidatos não nos representa. é bolsonaro 2022.🇧🇷🇧🇷🇧🇷🇧🇷 somos milhões de cristãos evangélicos e católicos com bolsonaro 🇧🇷🇧🇷🇧🇷🇧🇷"
UgwsBOReruZIUKDxbJZ4AaABAg,@murilocesaroliveira,Como esse Lula mente kkkk,0,2022-08-30 22:33:27+00:00,25,5,2022-08-30,como esse lula mente kkkk
UgwXZcRYkzY6AEll47F4AaABAg,@gatofreddy4977,O Lula foi com um script completo com todas as respostas para todas as prováveis perguntas kkkkkk esse velho é foda,1,2022-08-30 22:33:14+00:00,115,21,2022-08-30,o lula foi com um script completo com todas as respostas para todas as prováveis perguntas kkkkkk esse velho é foda
Ugxr3zuRlxYiQkUy-fx4AaABAg,@kamilaoliveira6395,Que música insuportável!,0,2022-08-30 22:31:36+00:00,24,3,2022-08-30,que música insuportável!
Ugw-EuEKtGNcHyQWiUt4AaABAg,@DiegoFB7,"É Sr.Lula! Seu ""amigo"" hoje pode vira seu inimigo amanhã. 😅🤦",1,2022-08-30 22:30:54+00:00,60,11,2022-08-30,"é sr.lula! seu ""amigo"" hoje pode vira seu inimigo amanhã. 😅🤦"
UgyTPXCtLcklia2pA414AaABAg,@wesley29011,"Ótimo debate, mas “ presidente lula” foi demais kkkkkk…. O correto : Lula candidato à presidência.",4,2022-08-30 22:30:28+00:00,98,16,2022-08-30,"ótimo debate, mas “ presidente lula” foi demais kkkkkk…. o correto : lula candidato à presidência."
UgwQ_tnfILyUX4z3qqF4AaABAg,@mr.prodigy2042,"Depois desse debate, cheguei a uma conclusão, melhor votar em branco 👍",0,2022-08-30 22:29:25+00:00,70,12,2022-08-30,"depois desse debate, cheguei a uma conclusão, melhor votar em branco 👍"
UgyE9GbUdJv4-HL0KJp4AaABAg,@Rvscccc1643,Kkkkkkk mds muitos momentos engraçados 😂😂😂,20,2022-08-30 22:28:53+00:00,42,6,2022-08-30,kkkkkkk mds muitos momentos engraçados 😂😂😂
UgziR67bcEP1O5hyo_94AaABAg,@nanaadriana7093,"Fica difícil porque eles mais brigam e não respondem corretamente,só ficam  cada um  acusando outro na eleição de 2018
Votei no Bolsonaro no Primeiro e no segundo turno ,mais tem muitas pessoas dizendo que jamais votaria nele novemente. Agora é esperar o resultado dia 2 de outubro que Deus possa encaminhar o melhor em qualquer circunstância ..",0,2022-08-30 22:28:20+00:00,345,57,2022-08-30,"fica difícil porque eles mais brigam e não respondem corretamente,só ficam cada um acusando outro na eleição de 2018 votei no bolsonaro no primeiro e no segundo turno ,mais tem muitas pessoas dizendo que jamais votaria nele novemente. agora é esperar o resultado dia 2 de outubro que deus possa encaminhar o melhor em qualquer circunstância ."
UgwOq1-47jZqUk5KC3N4AaABAg,@edileiamendonca8143,"As onças.kkkkkkkkkk
Deus me livre!",0,2022-08-30 22:27:50+00:00,34,5,2022-08-30,as onças.kkkkkkkkkk deus me livre!
UgxQqHzdSqwVFafZFVh4AaABAg,@elainevalerio5179,Por que não chamaram o Marçal????,0,2022-08-30 22:27:41+00:00,33,6,2022-08-30,por que não chamaram o marçal?
Ugxqx6hEemFUs8SgVx14AaABAg,@elainevalerio5179,"Lula disse que é inocente kkkkk
piada!!!",5,2022-08-30 22:26:57+00:00,40,7,2022-08-30,lula disse que é inocente kkkkk piada!
UgxGgt85vxRVP13L5UJ4AaABAg,@ElasporElesofc,"Tebete: vc deveria defender todas as vítimas de Violência doméstica, não apenas contra a mulher. Mulheres são as que mais agridem e matam os filhos, estudos simétricos comprovam que mulheres agridem mais os homens e ainda sim, fingem não ver. Vá pro inferno, Simone.",2,2022-08-30 22:26:25+00:00,266,44,2022-08-30,"tebete: vc deveria defender todas as vítimas de violência doméstica, não apenas contra a mulher. mulheres são as que mais agridem e matam os filhos, estudos simétricos comprovam que mulheres agridem mais os homens e ainda sim, fingem não ver. vá pro inferno, simone."
UgxrM5M5GnwsUd4vH3J4AaABAg,@edileiamendonca8143,"Essa Simoni Tebet, é uma descontrolada , em sua voz se ouve o ódio.
Não tem argumentos e usa o ódio.
Deus me livre desse mulher cheia de ódio nos olhos, credo!",0,2022-08-30 22:26:22+00:00,159,32,2022-08-30,"essa simoni tebet, é uma descontrolada , em sua voz se ouve o ódio. não tem argumentos e usa o ódio. deus me livre desse mulher cheia de ódio nos olhos, credo!"
UgzA3emR5EKdaYZ-zsJ4AaABAg,@Playdasala,parece discuçao de gremio de escola ou de casal separado q quer voltar....fala muito de problema do passado que só eles sabem...fugiram muitas vezes do assunto,0,2022-08-30 22:26:04+00:00,159,26,2022-08-30,parece discuçao de gremio de escola ou de casal separado q quer voltar.fala muito de problema do passado que só eles sabem.fugiram muitas vezes do assunto
UgyMXTVcqa848p5cbBx4AaABAg,@marianavieira1208,"Parabéns Band , assisti em 2 dias pois estava trabalhando no dia do debate.",39,2022-08-30 22:25:21+00:00,75,14,2022-08-30,"parabéns band , assisti em 2 dias pois estava trabalhando no dia do debate."
UgxP4wgxHX6oH4UzO6d4AaABAg,@marlenemarianaandrade3225,Top este debate para  distinguirmos os candidatos!,0,2022-08-30 22:24:59+00:00,50,7,2022-08-30,top este debate para distinguirmos os candidatos!
UgxMN8LMyawvlIF4lop4AaABAg,@vonaldovieira6512,Simone Tebet já comeca falando asneiras!,2,2022-08-30 22:24:59+00:00,40,6,2022-08-30,simone tebet já comeca falando asneiras!
Ugx_4OxWbrAgD5mjft14AaABAg,@ElasporElesofc,"Não, mulher não vota em mulher. Não vou votar em vc só pq é mulher, ainda mais devido apoiar safadeza feminina. Ser feminista não é defender as mulheres, o feminismo só defende feministas. Quantas vezes essas mesmas desejaram que eu fosse morta, abusada, espancada para ""reconhecer o feminismo"". São as que mais apoiam discriminação legal e ainda fica repetindo essa mentira de ganharmos menos. Chega! Não sou vítima por ser do sexo feminino e jamais votaria em vc.",1,2022-08-30 22:23:43+00:00,465,78,2022-08-30,"não, mulher não vota em mulher. não vou votar em vc só pq é mulher, ainda mais devido apoiar safadeza feminina. ser feminista não é defender as mulheres, o feminismo só defende feministas. quantas vezes essas mesmas desejaram que eu fosse morta, abusada, espancada para ""reconhecer o feminismo"". são as que mais apoiam discriminação legal e ainda fica repetindo essa mentira de ganharmos menos. chega! não sou vítima por ser do sexo feminino e jamais votaria em vc."
UgwCGnL_V-soPpwFRol4AaABAg,@ElasporElesofc,"""inverdades a meu respeito"" você é ladrão, poha. O povo sabe disso. Vc foi condenado em primeira, segunda e terceira instância. Teve sorte que seus amigos do stf se juntou para te livrar e permitir que voltasse a roubar. Defende assaltantes que enfiam armas na nossa cara, que tira nossas vidas, que rouba nosso suado salário pq vc é outro bandido, tanto que tem ligação com o pcc. Vá se lascar",1,2022-08-30 22:21:38+00:00,394,71,2022-08-30,"""inverdades a meu respeito"" você é ladrão, poha. o povo sabe disso. vc foi condenado em primeira, segunda e terceira instância. teve sorte que seus amigos do stf se juntou para te livrar e permitir que voltasse a roubar. defende assaltantes que enfiam armas na nossa cara, que tira nossas vidas, que rouba nosso suado salário pq vc é outro bandido, tanto que tem ligação com o pcc. vá se lascar"
UgwR_odJeRGwUXIBtpx4AaABAg,@imreal-y9k,Novo falou bosta pra caramba ein. Impressionante,0,2022-08-30 22:20:49+00:00,48,7,2022-08-30,novo falou bosta pra caramba ein. impressionante
Ugywftih-O0F2ZOvAOt4AaABAg,@michelmuniz5510,Lula 13 confirma 👏👏👏👏👏👏,0,2022-08-30 22:20:33+00:00,23,4,2022-08-30,lula 13 confirma 👏👏👏👏👏👏
UgzdVnLBBMG_n7O_HxF4AaABAg,@alersonroque4974,Sou Bolsonaro esse ano 22,2,2022-08-30 22:19:16+00:00,25,5,2022-08-30,sou bolsonaro esse ano 22
UgyPFPW9_zgm7sr7vch4AaABAg,@julienamorim-l1h,Só Jesus 🙏🏾,0,2022-08-30 22:18:48+00:00,11,3,2022-08-30,só jesus 🙏🏾
UgwKhFNj0Zoa2K7AfPJ4AaABAg,@ElasporElesofc,"Sim, o Lula se aproveita das pessoas e as considera burras. E pq é mesmo. O pt se aproveita para causar revanchismo entre as pessoas, usando os pobres para manipular e conseguir voto. Deus ajude a acordar o povo.",1,2022-08-30 22:18:12+00:00,212,39,2022-08-30,"sim, o lula se aproveita das pessoas e as considera burras. e pq é mesmo. o pt se aproveita para causar revanchismo entre as pessoas, usando os pobres para manipular e conseguir voto. deus ajude a acordar o povo."
UgyBxLjxyKponRDdbVN4AaABAg,@helenaartes2874,"Que bolha que esse povo vive, senhor????? 🤚",0,2022-08-30 22:18:12+00:00,43,8,2022-08-30,"que bolha que esse povo vive, senhor? 🤚"
UgwGvFXbz8fwud46jF54AaABAg,@ElasporElesofc,"Não consigo ver o Ciro sem sentir nojo. Cara que agride as pessoas e depois vai na internet se fazer de vítima. Cara que junto com o irmão, jogou um trator em cima de trabalhadores.",31,2022-08-30 22:16:17+00:00,181,35,2022-08-30,"não consigo ver o ciro sem sentir nojo. cara que agride as pessoas e depois vai na internet se fazer de vítima. cara que junto com o irmão, jogou um trator em cima de trabalhadores."
UgySt0AisK1INRso4Cd4AaABAg,@wesdom-p7u,Essa Simone Tebet só fala besteira.,1,2022-08-30 22:16:08+00:00,35,6,2022-08-30,essa simone tebet só fala besteira.
UgzHRGBxtzZNSPPS9wV4AaABAg,@andrebaldi3092,"Turma do mito poha 🇧🇷🇧🇷🇧🇷🇧🇷
22 caralho",2,2022-08-30 22:16:01+00:00,38,7,2022-08-30,turma do mito poha 🇧🇷🇧🇷🇧🇷🇧🇷 22 caralho
UgwzJ9vV3TW-PHHje654AaABAg,@PensadorEstoicoMaquiavelico,Bolsonaro enrabou todo mundo kkkkkkkkkk,0,2022-08-30 22:15:16+00:00,39,5,2022-08-30,bolsonaro enrabou todo mundo kkkkkkkkkk
Ugz5ctxVTzjKOYqa4ip4AaABAg,@maurofagundesfagundes4879,A Tebete mais petista do que o Lula,0,2022-08-30 22:14:44+00:00,35,8,2022-08-30,a tebete mais petista do que o lula
Ugzw9NqH6fN5VuWK-pF4AaABAg,@ElasporElesofc,"2.13.20: perfeito, Presidente. A Vera faz parte do jornalismo comprado, que defende os corruptos. Estou cansada de verem mulheres de má índole fazendo merda e tentando usar nosso gênero para não responder pelos absurdos que fazem. Não aguenta ser cobrada? Então não assuma cargos de responsabilidade. Sem vitimização.",0,2022-08-30 22:14:35+00:00,317,48,2022-08-30,"2.13.20: perfeito, presidente. a vera faz parte do jornalismo comprado, que defende os corruptos. estou cansada de verem mulheres de má índole fazendo merda e tentando usar nosso gênero para não responder pelos absurdos que fazem. não aguenta ser cobrada? então não assuma cargos de responsabilidade. sem vitimização."
UgzqoKq3rxO8zpScBsN4AaABAg,@dioniciooliveira3743,Nordeste como fonte crescimento,0,2022-08-30 22:13:17+00:00,31,4,2022-08-30,nordeste como fonte crescimento
Ugxq1iaVpEMCOWWted54AaABAg,@biancatondato9991,Também sou professora ....e sei bem o que vcs estão falando e depois não cumprem nadinha ....agora só palavras bonitas .....afff,1,2022-08-30 22:13:01+00:00,128,21,2022-08-30,também sou professora .e sei bem o que vcs estão falando e depois não cumprem nadinha .agora só palavras bonitas .afff
Ugy2-A10597s8enMq4B4AaABAg,@williamsoares9876,"Como micro empresa a carga tributária é altíssima. Hoje o Governo é meu sócio ganha mais que Eu. Tudo tem tributo, compra mercadoria fora do estado é tributado 16%, vende mercadoria 4 a 33% no simples nacional. Uma alíquota 1% é mais que justo. Além de toda essa tributação de compra/venda tem os tributos por gerar emprego. Não é fácil empreender no Brasil.",15,2022-08-30 22:12:40+00:00,358,63,2022-08-30,"como micro empresa a carga tributária é altíssima. hoje o governo é meu sócio ganha mais que eu. tudo tem tributo, compra mercadoria fora do estado é tributado 16%, vende mercadoria 4 a 33% no simples nacional. uma alíquota 1% é mais que justo. além de toda essa tributação de compra/venda tem os tributos por gerar emprego. não é fácil empreender no brasil."
Ugz2d8U2Suju_QuaKOF4AaABAg,@andreiavieira9148,Bolsonaro 2022 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1,2022-08-30 22:12:29+00:00,25,3,2022-08-30,bolsonaro 2022 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
UgyAVPKtgqVDgfJpk5V4AaABAg,@muitopura,"Pelo amor de Deus, PENSEM antes de votar e não botar outro ""mulinha"" na presidência. Obrigada",0,2022-08-30 22:11:46+00:00,93,16,2022-08-30,"pelo amor de deus, pensem antes de votar e não botar outro ""mulinha"" na presidência. obrigada"
Ugwp6VLWPfrCdpSURdN4AaABAg,@andrezalla5481,"Falam do governo Lula e corrupção..
Mais hoje quando vou ao mercado ou qualquer outro estabelecimento hoje sim vejo essa corrupção porque estou sendo roubado!!",0,2022-08-30 22:11:43+00:00,159,25,2022-08-30,falam do governo lula e corrupção. mais hoje quando vou ao mercado ou qualquer outro estabelecimento hoje sim vejo essa corrupção porque estou sendo roubado!
Ugxp5AqSHRvFDIGSUOF4AaABAg,@ElasporElesofc,"Vera Magalhães: bonoro nunca falou contra as vacinas de eficácia comprovada. Nunca, jamais. A única posição contra foi em relação as da covid justamente porque nos contratos delas, elas não assumem os riscos e ainda pediram sigilo de 60 anos sobre os efeitos adversos. Não sou rato de laboratório.",0,2022-08-30 22:11:35+00:00,297,49,2022-08-30,"vera magalhães: bonoro nunca falou contra as vacinas de eficácia comprovada. nunca, jamais. a única posição contra foi em relação as da covid justamente porque nos contratos delas, elas não assumem os riscos e ainda pediram sigilo de 60 anos sobre os efeitos adversos. não sou rato de laboratório."
Ugztw5rOinSHC5MBhiN4AaABAg,@feliperibeiro1588,Os outros debates que iam ter foram cancelados. Supor que eles não querem ver o Lula apanhar mais do que já apanhou!,8,2022-08-30 22:11:04+00:00,116,22,2022-08-30,os outros debates que iam ter foram cancelados. supor que eles não querem ver o lula apanhar mais do que já apanhou!
Ugx7lj1ly5GBSm6EHCZ4AaABAg,@luiscarlospereira7837,Com ti nuo sendo Bolsonaro,1,2022-08-30 22:10:50+00:00,26,5,2022-08-30,com ti nuo sendo bolsonaro
UgxUPHFigBUPDvtnO5x4AaABAg,@nanycristina9464,"Admirável a postura d Bolsonaro, saiu no final sem mostrar q ia acabar em pizza. 🤣🤣🤣🤣 Ele tem meu voto",31,2022-08-30 22:10:10+00:00,102,20,2022-08-30,"admirável a postura d bolsonaro, saiu no final sem mostrar q ia acabar em pizza. 🤣🤣🤣🤣 ele tem meu voto"
UgwQ_ZflKy-rxib0aXV4AaABAg,@vini_199,"3:34:08 a informação tirada famosamente do ku,  se fosse verdade teríamos 75.085 mulheres mortas por ano no Brasil, e o número real é 47.503 homicídios no último ano, isso entre homens e mulheres, oque essa patife fez foi uma grande fake News com certeza atacando o nosso presidente, me deixa incrédulo tentar acreditar nisso, uma vergonha nosso jornalismo.",3,2022-08-30 22:09:37+00:00,357,58,2022-08-30,"3:34:08 a informação tirada famosamente do ku, se fosse verdade teríamos 75.085 mulheres mortas por ano no brasil, e o número real é 47.503 homicídios no último ano, isso entre homens e mulheres, oque essa patife fez foi uma grande fake news com certeza atacando o nosso presidente, me deixa incrédulo tentar acreditar nisso, uma vergonha nosso jornalismo."
Ugz2z6qAK_2c9W2WHbJ4AaABAg,@trabalhandodireito4726,"Nossa o Ceará é maravilhoso na fala do Ciro, será mesmo?",1,2022-08-30 22:09:29+00:00,56,11,2022-08-30,"nossa o ceará é maravilhoso na fala do ciro, será mesmo?"
UgzprkqOtvZDnIaRLp54AaABAg,@ElasporElesofc,"Na época do pt minha mãe ganhava 80 reais, mal dava pra comprar no mercado. Só Deus sabe quanta fome passamos, quanta dificuldade.",0,2022-08-30 22:09:20+00:00,130,23,2022-08-30,"na época do pt minha mãe ganhava 80 reais, mal dava pra comprar no mercado. só deus sabe quanta fome passamos, quanta dificuldade."
UgyF9lBymUHnCgw3kNN4AaABAg,@misaellima3802,Vocês só deixam o Bolsonaro de fora porque vocês band Globo são tudo lixo viva record sbt,0,2022-08-30 22:09:18+00:00,89,17,2022-08-30,vocês só deixam o bolsonaro de fora porque vocês band globo são tudo lixo viva record sbt
UgypyY_lBw5x8czM3HF4AaABAg,@gordinho_caipira,"""A cada 7 minutos uma mulher é vítima de feminicidio no Brasil"". Vamos às contas:
O dia tem 1440 minutos, ou seja, se a cada 7 minutos morre uma, morrem 205 mulheres por dia. Multiplicando 205 x 365 dias, temos um total de mais de 75 mil mulheres assassinadas por ano no Brasil, segundo a ""jornalista"". Só que nem o total de assassinatos do Brasil, somando homens e mulheres, por quaisquer causas, é menos de 70 mil... Ou seja: Fake News!",5,2022-08-30 22:09:04+00:00,438,81,2022-08-30,"""a cada 7 minutos uma mulher é vítima de feminicidio no brasil"". vamos às contas: o dia tem 1440 minutos, ou seja, se a cada 7 minutos morre uma, morrem 205 mulheres por dia. multiplicando 205 x 365 dias, temos um total de mais de 75 mil mulheres assassinadas por ano no brasil, segundo a ""jornalista"". só que nem o total de assassinatos do brasil, somando homens e mulheres, por quaisquer causas, é menos de 70 mil. ou seja: fake news!"
Ugxj8HYmXkw4Th4HrVN4AaABAg,@erikpereira4678,"ISSO SIM É CULTURA VEJAM PESSOAL PESQUISAM PROCURA SABER ..PT JÁ ERA ...
ESQUECE",5,2022-08-30 22:09:02+00:00,80,14,2022-08-30,isso sim é cultura vejam pessoal pesquisam procura saber .pt já era . esquece
Ugw7eOi05ZIJdutuoHN4AaABAg,@ElasporElesofc,"2:07:09: lula: mano, deveriam ter cortado a cachaça desse pinguço ladrão kkkkkkkk hahahaha",2,2022-08-30 22:07:55+00:00,90,13,2022-08-30,"2:07:09: lula: mano, deveriam ter cortado a cachaça desse pinguço ladrão kkkkkkkk hahahaha"
